price,rating,cpu_model,generation,perform_tier,ram_storage_in_GB,ram_type,ssd_hdd,cpu_cores,threads,yrs_warranty,op_sys,brand,model_name,gaming_laptop,Gpu,ppi
271990,92.0,Intel Core i9,14,High,32,DDR5,2000,24,32,2,Windows 11 OS,Msi,Others,1,Other Nvidia,177.58082130930077
89911,73.0,AMD Ryzen 7,7,High,16,DDR4,1000,8,16,2,Windows 11 OS,Msi,Thin,1,6 GB NVIDIA GeForce RTX 4050,141.21199462911522
77411,71.0,AMD Ryzen 5,7,Mid,16,DDR4,512,6,12,2,Windows 11 OS,Msi,Thin,1,6 GB NVIDIA GeForce RTX 4050,141.21199462911522
197990,88.0,Intel Core i7,14,High,32,DDR5,1000,20,28,2,Windows 11 OS,Msi,Others,1,8 GB NVIDIA GeForce RTX 4070,188.67962264113208
65990,64.0,Intel Core i5,12,Mid,16,DDR4,512,8,12,1,Windows 11 OS,HP,Victus,0,4 GB NVIDIA GeForce RTX 2050,136.8265290613118
51990,57.0,Intel Core i5,13,Mid,16,DDR4,512,8,12,1,Windows 11 OS,Msi,Modern,0,Intel Integrated Iris Xe,141.21199462911522
164000,80.0,Ultra Core Ultra 7,1,Mid,32,DDR5,1000,16,22,2,Windows 11 OS,Msi,Others,1,8 GB NVIDIA GeForce RTX 4060,188.67962264113208
67990,57.0,Intel Core i5,13,Low,16,LPDDR5X,512,10,12,1,Windows 11 OS,HP,Pavilion,0,Intel Iris Xe Graphics,161.72539083525606
134991,81.0,Ultra Core Ultra 7,1,Mid,32,LPDDR5,1000,16,22,2,Windows 11 OS,Msi,Prestige,0,8 GB NVIDIA GeForce RTX 4060,188.67962264113208
144449,70.0,Ultra Core Ultra 7,1,Mid,16,LPDDR5X,1000,16,22,1,Windows 11 OS,Samsung,Galaxy,0,Intel Arc Graphics,212.2645754712736
145199,69.0,Ultra Core Ultra 7,1,Mid,16,LPDDR5X,512,16,22,1,Windows 11 OS,Samsung,Galaxy,0,Intel Arc Graphics,212.2645754712736
115999,61.0,Intel Core i7,1,Mid,16,LPDDR5,1000,10,12,1,Windows 11 OS,Samsung,Galaxy,0,Intel Graphics,141.21199462911522
152991,83.0,Intel Core Ultra 9,1,High,32,LPDDR5,1000,16,22,2,Windows 11 OS,Msi,Prestige,0,8 GB NVIDIA GeForce RTX 4060,188.67962264113208
124999,68.0,Ultra Core Ultra 7,1,Mid,16,LPDDR5X,512,16,22,1,Windows 11 OS,Samsung,Galaxy,0,Intel Arc Graphics,212.2645754712736
150999,72.0,Ultra Core Ultra 7,1,Mid,32,LPDDR5X,1000,16,22,1,Windows 11 OS,Samsung,Galaxy,0,Intel Arc Graphics,212.2645754712736
82990,66.0,Ultra Core Ultra 5,1,Low,16,LPDDR5,1000,14,18,2,Windows 11 OS,Msi,Prestige,0,Intel Arc Graphics,255.35587660414356
107999,65.0,Ultra Core Ultra 5,1,Low,16,LPDDR5X,512,14,18,1,Windows 11 OS,Samsung,Galaxy,0,Intel Arc Graphics,212.2645754712736
69990,68.0,Intel Core i9,13,High,16,DDR4,1000,14,20,1,Windows 11 OS,Msi,Modern,0,Intel Integrated Iris Xe,161.72539083525606
114990,69.0,Ultra Core Ultra 7,1,Mid,16,LPDDR5,1000,16,22,2,Windows 11 OS,Msi,Prestige,0,Intel Arc Graphics,255.35587660414356
123890,72.0,Ultra Core Ultra 7,1,Mid,32,LPDDR5X,1000,16,22,1,Windows 11 OS,Samsung,Galaxy,0,Intel Arc Graphics,242.5880862528841
115999,66.0,Ultra Core Ultra 7,1,Mid,16,LPDDR5X,512,16,22,1,Windows 11 OS,Samsung,Galaxy,0,Intel Arc Graphics,242.5880862528841
69990,48.0,Ultra Core Ultra 5,1,Low,16,LPDDR5,1000,14,18,1,Windows 11 OS,Lenovo,Ideapad,0,Intel Arc Graphics,141.50971698084905
77290,66.0,Intel Core i5,13,Mid,16,DDR5,512,10,16,1,Windows 11 OS,Dell,Others,1,6 GB NVIDIA GeForce RTX 3050,141.21199462911522
55900,52.0,Intel Core i5,13,Low,16,DDR4,512,10,12,1,Windows 11 OS,HP,Others,0,Other Intel,141.21199462911522
51190,56.0,Intel Core i5,12,Low,16,DDR4,512,10,12,1,Windows 11 OS,HP,Others,0,Intel Integrated Iris Xe,141.21199462911522
36990,51.0,Intel Core i3,13,unknown,8,DDR4,512,5,6,1,Windows 11 OS,Dell,Others,0,Other Intel,141.21199462911522
89999,63.0,Ultra Core Ultra 5,1,Low,16,LPDDR5X,1000,14,18,1,Windows 11 OS,Asus,Zenbook,0,Intel Arc Graphics,242.5880862528841
104990,64.0,Ultra Core Ultra 7,1,Mid,16,LPDDR5X,1000,16,22,1,Windows 11 OS,Asus,Zenbook,0,Intel Arc Graphics,242.5880862528841
73649,56.0,Ultra Core Ultra 5,1,Low,16,LPDDR5X,512,14,18,1,Windows 11 OS,Acer,Swift,0,Other Intel,161.72539083525606
57800,64.0,Intel Core i5,12,Mid,8,DDR4,512,8,12,1,Windows 11 OS,HP,Victus,1,4 GB NVIDIA GeForce RTX 2050,141.21199462911522
28990,50.0,Other AMD,3,Low,8,DDR4,512,0,4,1,DOS OS,HP,Others,0,AMD Radeon Graphics,111.93520355955211
46990,60.0,Intel Core i5,12,Low,16,DDR4,1000,10,12,1,Windows 11 OS,Acer,Aspire,0,Intel Iris Xe Graphics,141.21199462911522
159990,75.0,Ultra Core Ultra 7,1,Mid,32,LPDDR5X,1000,16,22,1,Windows 11 OS,HP,Others,0,Intel Arc Graphics,242.5880862528841
49775,57.0,Intel Core i5,12,Mid,16,LPDDR5,512,8,12,1,Windows 11 OS,Lenovo,Ideapad,0,Intel Integrated UHD Graphics,141.21199462911522
76990,59.0,Intel Core i5,13,Mid,16,DDR5,1000,8,12,1,Windows 11 OS,Acer,Nitro,1,6 GB NVIDIA GeForce RTX 4050,141.21199462911522
69990,68.0,Intel Core i5,13,Mid,16,DDR5,1000,10,16,1,Windows 11 OS,Dell,Others,1,6 GB NVIDIA GeForce RTX 3050,141.21199462911522
66007,60.0,AMD Ryzen 5,7,Mid,8,LPDDR5,512,6,12,1,Windows 11 OS,HP,Others,0,AMD Radeon AMD,141.21199462911522
27101,45.0,AMD Ryzen 5,5,Mid,8,DDR4,256,6,12,1,Windows 11 OS,Others,Others,0,AMD Radeon,157.3505121487356
49890,55.0,Intel Core i5,12,Mid,16,LPDDR5,512,8,12,1,Windows 11 OS,Lenovo,Ideapad,0,Other Intel,141.21199462911522
33890,56.0,AMD Ryzen 5,7,Mid,8,LPDDR5,512,4,8,1,Windows 11 OS,Lenovo,V15,0,AMD Radeon Graphics,141.21199462911522
37800,46.0,AMD Ryzen 5,5,Mid,8,DDR4,512,6,12,1,Windows 11 OS,Lenovo,Ideapad,0,AMD Radeon Graphics,141.21199462911522
41980,53.0,Intel Core i5,0,unknown,8,DDR4,512,4,8,1,DOS OS,Lenovo,Others,0,Other Intel,111.93520355955211
55990,60.0,Intel Core i5,11,Mid,8,DDR4,512,4,8,1,Windows 11 OS,Lenovo,Ideapad,0,Other Intel,141.21199462911522
121990,69.0,AMD Ryzen 7,8,High,16,DDR5,1000,8,16,1,Windows 11 OS,Acer,Nitro,0,8 GB NVIDIA GeForce RTX 4060,141.50971698084905
62020,61.0,Intel Core i7,12,Mid,16,DDR4,512,10,12,1,Windows 11 OS,Lenovo,Ideapad,0,Other Intel,141.21199462911522
68499,61.0,Intel Core i5,12,Mid,16,DDR4,512,8,12,1,Windows 11 OS,Lenovo,Ideapad,0,4 GB NVIDIA GeForce RTX 3050,141.21199462911522
48890,57.0,AMD Ryzen 7,5,High,16,DDR4,512,8,16,1,Windows 11 OS,HP,Others,0,AMD Radeon AMD,141.21199462911522
141490,74.0,Intel Core i9,13,High,16,DDR5,1000,24,32,1,Windows 11 OS,Dell,Others,1,8 GB NVIDIA GeForce RTX 4060,141.21199462911522
474490,92.0,Intel Core i9,13,High,64,DDR5,4000,24,32,3,Windows 11 OS,Msi,Others,0,Other Nvidia,177.58082130930077
61990,68.0,Intel Core i5,12,Mid,16,DDR4,1000,8,12,1,Windows 11 OS,HP,Victus,1,4 GB NVIDIA GeForce RTX 2050,141.21199462911522
189994,56.0,Apple M3,0,Low,18,Not_avail,512,12,0,1,Mac OS,Apple,Macbook,0,Other Gpu,254.02333658264544
39490,55.0,Intel Core i3,12,Low,8,DDR4,512,6,8,1,Windows 11 OS,Dell,Inspiron,0,Intel Integrated UHD,141.21199462911522
26439,44.0,Other AMD,7,Low,8,LPDDR5,512,0,2,1,Windows 11 OS,Lenovo,V15,0,Other Amd,141.21199462911522
99990,75.0,AMD Ryzen 7,7,High,16,DDR5,1000,8,16,1,Windows 11 OS,HP,Omen,1,6 GB NVIDIA GeForce RTX 4050,136.8265290613118
37990,57.0,AMD Ryzen 5,5,Mid,16,DDR4,1000,6,12,1,Windows 11 OS,Acer,Aspire,0,AMD Graphics,141.21199462911522
69900,70.0,Intel Core i5,12,Mid,8,DDR4,512,12,16,2,Windows 11 OS,Others,Others,0,6 GB NVIDIA GeForce RTX 4050,141.21199462911522
96990,72.0,AMD Ryzen 7,7,High,16,DDR5,1000,8,16,1,Windows 11 OS,HP,Omen,1,6 GB NVIDIA GeForce RTX 4050,136.8265290613118
30850,54.0,Intel Core i3,12,Low,8,DDR4,512,6,8,1,Windows 11 OS,Acer,Aspire,0,Intel UHD Graphics,141.21199462911522
38990,51.0,AMD Ryzen 5,7,Mid,8,LPDDR5,512,4,8,1,Windows 11 OS,Acer,Aspire,0,AMD Radeon AMD,141.21199462911522
33751,50.0,AMD Ryzen 5,0,unknown,8,DDR5,512,4,8,1,Windows 11 OS,Lenovo,V15,0,AMD Radeon Graphics,141.21199462911522
51100,65.0,AMD Ryzen 5,5,Mid,8,DDR4,512,6,12,1,Windows 11 OS,HP,Victus,1,Other Amd,141.21199462911522
37400,55.0,Intel Core i3,12,Low,8,DDR4,512,6,8,1,Windows 11 OS,HP,Others,0,Intel Integrated UHD,141.21199462911522
12990,37.0,Intel Celeron,0,unknown,4,DDR4,128,0,2,1,Windows 11 OS,Others,Others,0,Intel Integrated UHD Graphics,111.14133386075711
18990,34.0,Intel Celeron,0,unknown,8,LPDDR4X,64,0,2,1,Chrome OS,Acer,Chromebook,0,Intel Integrated UHD,157.3505121487356
48200,57.0,Intel Core i5,12,Low,8,DDR4,512,10,12,1,Windows 11 OS,HP,Others,0,Intel Integrated UHD,141.21199462911522
14499,42.0,Intel Celeron,0,unknown,8,DDR4,256,0,2,1,Windows 11 OS,Others,Others,0,Intel Integrated UHD Graphics,111.14133386075711
402990,87.0,Intel Core i9,13,High,64,DDR5,2000,24,0,2,Windows 11 OS,Msi,Others,0,Other Nvidia,188.67962264113208
51990,47.0,Intel Core i5,12,Low,8,DDR4,512,10,12,1,Windows 11 OS,Asus,Vivobook,0,Intel Integrated UHD,141.21199462911522
14890,34.0,Intel Celeron,0,unknown,4,LPDDR4,32,0,2,1,Chrome OS,Asus,Others,0,Other Intel,135.0942067499465
55411,50.0,Intel Core i5,13,Low,8,LPDDR5,512,10,12,1,Windows 11 OS,Dell,Inspiron,0,Intel Iris Xe Graphics,157.3505121487356
40500,53.0,Intel Core i3,12,Low,8,DDR4,512,6,8,1,Windows 11 OS,HP,Others,0,Intel Integrated UHD,141.21199462911522
80190,61.0,Intel Core i7,13,Mid,16,LPDDR4X,512,10,12,1,Windows 11 OS,Lenovo,Ideapad,0,Intel Integrated Iris Xe,161.72539083525606
69990,63.0,Intel Core i5,12,Low,16,DDR4,1000,10,12,1,Windows 11 OS,HP,Pavilion,0,Intel Integrated Iris Xe,157.3505121487356
62990,63.0,Intel Core i5,13,Low,16,DDR4,512,10,12,1,Windows 11 OS,Acer,Aspire,1,4 GB NVIDIA GeForce RTX 2050,141.21199462911522
50640,52.0,Intel Core i5,13,Low,8,DDR4,512,10,12,1,Windows 11 OS,Dell,Others,0,Other Intel,141.21199462911522
59999,59.0,Intel Core i5,13,Mid,8,DDR4,512,8,12,1,Windows 11 OS,Acer,Aspire,1,4 GB NVIDIA GeForce RTX 2050,141.21199462911522
50990,52.0,Intel Core i5,12,Low,16,DDR4,512,10,12,1,Windows 11 OS,Dell,Inspiron,0,Other Intel,141.21199462911522
32999,54.0,Intel Core i3,12,Low,8,DDR4,512,6,8,1,Windows 11 OS,Lenovo,Ideapad,0,Other Intel,141.21199462911522
32900,47.0,Intel Core i3,12,Low,8,Not_avail,256,6,8,1,Windows 11 OS,Lenovo,Ideapad,0,Other Intel,141.21199462911522
37400,52.0,AMD Ryzen 5,7,Mid,8,LPDDR5,512,4,8,1,Windows 11 OS,Lenovo,Ideapad,0,Other Amd,141.21199462911522
49990,59.0,Intel Core i5,12,Low,8,DDR4,512,10,12,1,Windows 11 OS,HP,Others,0,Intel Integrated,111.93520355955211
108900,65.0,Intel Core i5,13,Mid,16,DDR5,1000,10,16,1,Windows 11 OS,Asus,Rog,1,6 GB NVIDIA GeForce RTX 3050,141.50971698084905
38990,45.0,Intel Core i3,13,unknown,8,LPDDR5,512,5,6,1,Windows 11 OS,Lenovo,Ideapad,0,Intel UHD Graphics,141.21199462911522
49360,53.0,Intel Core i5,12,Low,8,DDR4,512,10,12,1,Windows 11 OS,Dell,Inspiron,0,Intel Iris Xe Graphics,141.21199462911522
194967,81.0,Intel Core i7,13,High,32,DDR5,1000,16,24,2,Windows 11 OS,Msi,Others,0,8 GB NVIDIA GeForce RTX 4060,188.67962264113208
34990,44.0,Intel Core i3,12,Low,12,LPDDR4,512,6,8,1,Windows 11 OS,Others,Others,0,Other Intel,200.84255993695703
50990,60.0,Intel Core i5,11,Low,8,DDR4,512,4,8,1,Windows 11 OS,Lenovo,Ideapad,0,Other Nvidia,141.21199462911522
109990,61.0,Intel Core i7,13,Mid,16,LPDDR5,1000,10,12,1,Windows 11 OS,Dell,Inspiron,0,Intel Iris Xe Graphics,161.72539083525606
21990,47.0,Intel Core i3,10,unknown,8,DDR4,256,0,4,1,Windows 11 OS,Others,Others,0,Other Intel,156.23454684280486
69990,66.0,AMD Ryzen 7,7,High,16,LPDDR4X,1000,8,16,1,Windows 11 OS,Lenovo,Yoga,0,AMD Radeon Graphics,170.23725106942902
92990,65.0,Intel Core i7,0,unknown,16,DDR4,512,10,12,1,Windows 11 OS,HP,Pavilion,0,Intel Integrated Iris Xe,157.3505121487356
32999,52.0,Other AMD,7,Low,8,LPDDR5,512,4,8,1,Windows 11 OS,HP,Others,0,AMD Radeon AMD,141.21199462911522
79490,59.0,Intel Core i5,13,Mid,16,DDR5,512,8,12,1,Windows 11 OS,Acer,Nitro,1,6 GB NVIDIA GeForce RTX 4050,141.21199462911522
67601,65.0,AMD Ryzen 5,7,Mid,8,LPDDR4X,512,6,12,1,Windows 11 OS,Dell,Inspiron,0,AMD Radeon Graphics,161.72539083525606
47600,55.0,Intel Core i5,12,Low,8,DDR4,512,10,12,1,Windows 11 OS,HP,Others,0,Intel Iris Xe Graphics,141.21199462911522
57990,48.0,Intel Core i5,13,Low,8,DDR4,1000,10,12,1,Windows 11 OS,Dell,Inspiron,0,Other Intel,141.21199462911522
37820,48.0,AMD Ryzen 5,7,Mid,8,LPDDR5,512,4,8,1,Windows 11 OS,Lenovo,Ideapad,0,Other Amd,141.21199462911522
15990,30.0,Intel Celeron,0,unknown,4,LPDDR4X,64,0,2,1,Chrome OS,Asus,Chromebook,0,Intel Integrated UHD,141.21199462911522
13990,30.0,Intel Celeron,0,unknown,4,LPDDR4X,64,0,2,1,Chrome OS,Asus,Chromebook,0,Intel Integrated UHD,157.3505121487356
35499,52.0,AMD Ryzen 5,5,Mid,8,DDR4,256,6,12,1,Windows 11 OS,HP,Others,0,Other Amd,141.21199462911522
55909,56.0,Intel Core i5,12,Mid,16,LPDDR5,512,8,12,1,Windows 11 OS,Lenovo,Ideapad,0,Intel UHD Graphics,157.3505121487356
69890,64.0,AMD Ryzen 7,7,High,16,DDR4,512,8,16,1,Windows 11 OS,Lenovo,Ideapad,0,Other Amd,161.72539083525606
58990,66.0,AMD Ryzen 5,7,Mid,8,DDR5,512,6,12,1,Windows 11 OS,HP,Victus,1,4 GB NVIDIA GeForce RTX 2050,141.21199462911522
35990,52.0,Intel Core i3,12,Low,8,DDR4,512,6,8,1,Windows 11 OS,Asus,Vivobook,0,Integrated Intel UHD Graphics,141.21199462911522
54999,63.0,AMD Ryzen 5,5,Mid,16,DDR4,512,6,12,1,Windows 11 OS,Asus,Vivobook,0,Other Nvidia,141.21199462911522
86400,54.0,Intel Core i7,13,Mid,16,LPDDR5,1000,10,12,1,Windows 11 OS,Dell,Inspiron,0,Intel Iris Xe Graphics,157.3505121487356
39990,54.0,Intel Core i7,11,Mid,16,LPDDR4,512,4,8,1,Windows 11 OS,Others,Others,0,Intel Graphics,157.3505121487356
30990,52.0,Other AMD,7,Low,8,LPDDR5,512,4,8,1,Windows 11 OS,Asus,Vivobook,0,AMD Radeon AMD,157.3505121487356
266611,95.0,Intel Core i9,13,High,32,DDR5,2000,14,20,2,Windows 11 OS,Msi,Others,1,8 GB NVIDIA GeForce RTX 4070,283.0194339616981
40800,41.0,Intel Core i3,0,unknown,8,DDR4,512,8,8,1,Windows 11 OS,Acer,Aspire,0,Intel UHD Graphics,161.72539083525606
77990,59.0,Intel Core i7,13,High,16,LPDDR5,512,14,20,1,Windows 11 OS,Lenovo,Ideapad,0,Other Intel,137.68169813014364
42999,61.0,Intel Core i5,11,Low,16,DDR4,512,4,8,1,Windows 11 OS,Lenovo,V15,0,Intel Integrated Iris Xe,141.21199462911522
37890,54.0,Intel Core i3,11,Low,8,DDR4,512,0,4,1,Windows 11 OS,Lenovo,Ideapad,0,Intel Iris Xe Graphics,141.21199462911522
80990,66.0,Intel Core i5,13,Mid,16,DDR4,512,12,16,1,Windows 11 OS,HP,Victus,1,6 GB NVIDIA GeForce RTX 4050,141.21199462911522
37790,52.0,AMD Ryzen 5,7,Mid,8,LPDDR5,1000,4,8,1,Windows 11 OS,Dell,Inspiron,0,AMD Radeon Graphics,141.21199462911522
49365,60.0,Intel Core i5,11,Low,8,DDR4,512,6,12,2,Windows 11 OS,Msi,Thin,1,Other Nvidia,141.21199462911522
58999,61.0,AMD Ryzen 5,7,Mid,16,DDR4,512,6,12,1,Windows 11 OS,Lenovo,Ideapad,0,Other Amd,161.72539083525606
319930,61.0,Other brand,0,unknown,32,Not_avail,2000,10,0,0,Other OS,Others,Others,0,Other Gpu,0.0
67990,34.0,Qualcomm Snapdragon,0,unknown,16,LPDDR5X,256,8,0,1,Windows 11 OS,Others,Surface,0,Other Gpu,219.93862780330335
188990,74.0,Intel Core Ultra 9,1,High,32,Not_avail,2000,16,22,1,Windows 11 OS,Others,Others,0,Intel Arc Graphics,264.0685476654667
102990,78.0,Intel Core i9,14,High,16,DDR5,1000,24,32,1,Windows 11 OS,Others,Others,1,8 GB NVIDIA GeForce RTX 4060,187.50769507637293
135999,83.0,AMD Ryzen 7,7,High,32,DDR5,1000,8,16,1,Windows 11 OS,HP,Omen,1,8 GB NVIDIA GeForce RTX 4060,183.5755975068582
184999,66.0,Intel Core i7,10,High,16,DDR4,512,6,12,0,Windows 10 OS,Dell,Others,0,Other Nvidia,145.13816771331844
106600,68.0,Ultra Core Ultra 7,2,Mid,32,LPDDR5X,1000,16,16,1,Windows 11 OS,Lenovo,Yoga,0,Intel Arc Graphics,243.8726788142884
44999,56.0,AMD Ryzen 7,7,High,16,LPDDR5,512,8,16,0,Windows 11 OS,Others,Others,0,Other Amd,161.72539083525606
349999,56.0,AMD Ryzen 9,0,unknown,1000,Not_avail,8,0,0,0,Other OS,Others,Others,1,Other Gpu,0.0
99990,64.0,Intel Core i9,13,High,32,Not_avail,2000,14,20,1,Windows 11 OS,Others,Others,0,Intel Graphics,141.50971698084905
76990,44.0,Qualcomm Snapdragon,0,unknown,256,Not_avail,0,0,0,0,Other OS,Others,Surface,0,Other Gpu,0.0
143999,68.0,Other Intel,2,High,32,LPDDR5X,1000,16,16,0,Windows 11 OS,Others,Others,1,Other Nvidia,226.4155471693585
96999,60.0,Other Intel,2,High,32,LPDDR5X,1000,16,16,0,Windows 11 OS,Others,Others,0,Other Intel,226.4155471693585
349990,90.0,Intel Core Ultra 9,2,High,32,DDR5,1000,24,24,1,Windows 11 OS,Acer,Others,1,Other Nvidia,244.76746334247758
40990,45.0,Intel Core i5,13,Mid,16,Not_avail,512,8,12,2,Windows 11 OS,Others,Others,0,Intel Iris Xe Graphics,161.72539083525606
89990,47.0,Qualcomm Snapdragon,0,High,512,Not_avail,0,0,0,0,Other OS,Others,Others,0,Other Gpu,0.0
499999,,Intel Core Ultra 9,2,High,96,DDR5,4000,24,24,3,Windows 11 OS,Msi,Others,1,Other Nvidia,251.57283018817608
393990,84.0,Intel Core Ultra 9,2,High,32,Not_avail,2000,24,0,1,Windows 11 OS,Others,Others,0,Other Nvidia,167.71522012545074
99999,46.0,Qualcomm Snapdragon,0,unknown,512,Not_avail,0,0,0,0,Other OS,Asus,Zenbook,0,Other Gpu,0.0
199999,81.0,Ultra Core Ultra 7,2,Mid,32,LPDDR5X,2000,8,8,0,Windows 11 OS,Lenovo,Thinkpad,0,Other Intel,242.5880862528841
199990,70.0,AMD Ryzen 7,2,Mid,16,DDR5,2000,8,16,1,Windows 11 OS,Asus,Tuf,0,Other Nvidia,167.71522012545074
299990,65.0,Ultra Core Ultra 7,0,unknown,1000,Not_avail,0,0,0,0,Other OS,Lenovo,Thinkbook,0,Other Gpu,0.0
399999,86.0,Intel Core Ultra 9,2,High,2000,Not_avail,12,0,0,0,Other OS,Asus,Rog,1,Other Gpu,0.0
359900,98.0,Intel Core Ultra 9,2,High,32,DDR5,1000,24,24,3,Windows 11 OS,Msi,Others,1,Other Nvidia,251.57283018817608
64990,47.0,Ultra Core Ultra 5,0,unknown,1000,Not_avail,0,0,0,0,Other OS,Others,Others,0,Other Gpu,0.0
99990,59.0,Ultra Core Ultra 7,1,Mid,16,DDR4,1000,16,22,1,Windows 11 OS,Asus,Expertbook,0,Intel Graphics,157.3505121487356
199990,66.0,Ultra Core Ultra 7,1,Mid,16,LPDDR5X,1000,16,22,1,Windows 11 OS,Samsung,Galaxy,0,Intel Arc Graphics,212.2645754712736
149990,69.0,AMD Ryzen AI,3,High,32,LPDDR5X,1000,12,24,1,Windows 11 OS,Asus,Zenbook,0,Other Amd,212.2645754712736
89990,54.0,Qualcomm Snapdragon,0,High,1000,Not_avail,0,0,0,0,Other OS,Others,Others,0,Other Gpu,0.0
319990,92.0,Intel Core Ultra 9,1,High,32,DDR5,1000,16,22,2,Windows 11 OS,Msi,Others,1,Other Nvidia,251.57283018817608
127990,69.0,Intel Core Ultra 9,1,High,32,Not_avail,2000,16,22,1,Windows 11 OS,Others,Others,0,Intel Arc Graphics,243.7555824604308
159990,53.0,Qualcomm Snapdragon,0,High,16,LPDDR5X,512,12,0,1,Windows 11 OS,Dell,Others,0,Other Gpu,215.6338544470081
97990,72.0,Ultra Core Ultra 5,1,Low,32,LPDDR5,1000,14,18,1,Windows 11 OS,Others,Others,0,Other Intel,256.8337827745367
114990,47.0,Qualcomm Snapdragon,0,High,1000,Not_avail,0,0,0,0,Other OS,Lenovo,Yoga,0,Other Gpu,0.0
120999,77.0,Intel Core i9,14,High,16,DDR5,1000,24,32,1,Windows 11 OS,Others,Others,0,8 GB NVIDIA GeForce RTX 4060,188.67962264113208
56990,61.0,Intel Core i5,11,Mid,16,DDR4,512,6,12,1,Windows 11 OS,Asus,Tuf,0,4 GB NVIDIA GeForce RTX 2050,129.58277471072344
199990,68.0,AMD Ryzen AI,3,High,1000,Not_avail,8,0,0,0,Other OS,Asus,Others,0,Other Gpu,0.0
199990,62.0,AMD Ryzen 9,3,High,1000,Not_avail,8,0,0,0,Other OS,Asus,Tuf,1,Other Gpu,0.0
177990,61.0,AMD Ryzen 9,3,High,1000,Not_avail,8,0,0,0,Other OS,Asus,Tuf,1,Other Gpu,0.0
139990,53.0,Qualcomm Snapdragon,0,High,16,LPDDR5X,1000,12,0,1,Windows 11 OS,Lenovo,Yoga,0,Other Gpu,239.42793493771242
94990,48.0,Qualcomm Snapdragon,0,High,16,LPDDR5X,512,12,0,1,Windows 11 OS,HP,Omnibook,0,Other Gpu,188.67962264113206
284990,90.0,Intel Core i9,13,High,32,DDR5,1000,14,20,1,Windows 11 OS,HP,Others,0,Other Nvidia,141.21199462911522
42999,54.0,Intel Core i5,13,Mid,16,LPDDR4X,512,8,12,1,Windows 11 OS,Others,Others,0,Intel UHD Graphics,161.72539083525606
69990,62.0,Ultra Core Ultra 5,1,Low,32,LPDDR5X,1000,14,18,1,Windows 11 OS,Others,Others,0,Other Intel,226.4155471693585
59990,61.0,Ultra Core Ultra 5,1,Low,16,LPDDR5X,512,14,18,2,Windows 11 OS,Others,Others,0,Intel Iris Xe Graphics,242.5880862528841
499990,87.0,Intel Core i9,14,High,2000,Not_avail,16,0,0,0,Other OS,Msi,Others,1,Other Gpu,0.0
149990,69.0,Intel Core i9,14,High,32,DDR5,1000,24,32,1,Windows 11 OS,Lenovo,Legion,0,8 GB NVIDIA GeForce RTX 4070,188.67962264113208
149990,65.0,Intel Core Ultra 9,1,High,16,LPDDR5X,512,16,22,1,Windows 11 OS,Asus,Zenbook,0,Intel Arc Graphics,242.5880862528841
199999,74.0,Intel Core Ultra 9,1,High,32,LPDDR5X,2000,16,22,1,Windows 11 OS,Acer,Predator,0,8 GB NVIDIA GeForce RTX 4070,235.8495283014151
199990,72.0,Ultra Core Ultra 7,1,Mid,16,LPDDR5X,512,16,22,1,Windows 11 OS,Samsung,Galaxy,0,Intel Arc Graphics,212.2645754712736
70499,,Other brand,0,unknown,256,Not_avail,0,0,0,0,Other OS,Others,Others,0,Other Gpu,0.0
81999,42.0,Other brand,0,unknown,512,Not_avail,0,0,0,0,Other OS,Others,Others,0,Other Gpu,0.0
299999,75.0,Ultra Core Ultra 7,1,Mid,32,LPDDR5X,1000,16,22,0,Other OS,Samsung,Galaxy,0,6 GB NVIDIA GeForce RTX 4050,212.2645754712736
80999,68.0,Intel Core i9,13,High,16,Not_avail,1000,14,20,1,Windows 11 OS,Others,Others,0,Intel Iris Xe Graphics,213.28613465287697
49990,57.0,Intel Core i5,13,Mid,16,LPDDR5,512,12,16,1,Windows 11 OS,Others,Others,0,Other Intel,242.5880862528841
52990,57.0,Intel Core i5,13,Mid,16,LPDDR5,512,12,16,1,Windows 11 OS,Others,Others,0,Intel Iris Xe Graphics,188.67962264113208
35500,48.0,Intel Core i3,11,Low,8,Not_avail,512,0,4,1,Ubuntu OS,Dell,Others,0,Intel UHD Graphics,141.21199462911522
32999,50.0,Intel Core i5,10,Low,16,LPDDR4,512,4,8,1,Windows 11 OS,Others,Others,0,Intel UHD Graphics,141.21199462911522
231746,69.0,Intel Core i7,13,Mid,16,LPDDR5,512,10,12,1,Windows 11 OS,HP,Others,0,Intel Iris Xe Graphics,170.92983824421876
88999,53.0,Intel Core i5,12,Low,16,Not_avail,512,10,12,0,Windows 11 OS,Others,Others,0,Intel Iris Xe Graphics,239.59316435401385
16499,,Other brand,0,unknown,4,Not_avail,64,8,0,0,Other OS,Others,Others,0,Other Gpu,111.93520355955211
64999,38.0,Other brand,0,unknown,16,LPDDR5X,256,8,0,1,Chrome OS,Lenovo,Chromebook,0,Other Gpu,161.72539083525606
399990,83.0,Intel Core Ultra 9,2,High,32,Not_avail,2000,8,8,1,Windows 11 OS,Asus,Others,1,Other Nvidia,167.71522012545074
99990,52.0,AMD Ryzen AI,3,unknown,1000,Not_avail,0,0,0,0,Other OS,Lenovo,Ideapad,0,Other Gpu,0.0
112990,50.0,AMD Ryzen 7,3,Mid,1000,Not_avail,0,0,0,0,Other OS,Lenovo,Ideapad,0,Other Gpu,0.0
