,name,price,rating,processor,cpu_core,ram,ssd,gpu,display,operating_sys,warranty
1448,Microsoft Surface Laptop 7 15 ‎ZHG-00023 (Snapdragon X Elite/ 16GB/ 256GB SSD/ Win11),"₹1,24,990",45,Qualcomm Snapdragon X Elite,12 Cores,16 GB ‎LPDDR5x RAM,256 GB SSD,Qualcomm Adreno GPU,"15 inches, 2496 x 1664 pixels, Touch Screen",Windows 11 OS,1 Year Warranty
1449,Microsoft Surface Pro 11 ‎ZIB-00031 Laptop (Snapdragon X Elite/ 16GB/ 1TB SSD/ Win11),"₹1,65,990",53,Qualcomm Snapdragon X Elite,12 Cores,16 GB LPDDR5x RAM,1 TB SSD,Qualcomm Adreno GPU,"13 inches, 2880 x 1920 pixels, Touch Screen",Windows 11 OS,1 Year Warranty
1450,Microsoft Surface Pro 11 2024 ‎ZHY-00032 Laptop (Snapdragon X Plus/ 16GB/ 512GB SSD/ Win11),"₹1,20,990",50,Qualcomm Snapdragon X Plus,10 Cores,16 GB LPDDR5x RAM,256 GB SSD,Qualcomm Adreno GPU,"13 inches, 2880 x 1920 pixels, Touch Screen",Windows 11 OS,1 Year Warranty
1451,Acer Aspire Lite UN.34ESI.005 Gaming Laptop ( Intel Core i3 1305U / 8GB/ 512GB SSD/ Win11),"₹30,990",52,13th Gen Intel Core i3 1305U,"5 Cores (1P + 4E), 6 Threads",8 GB DDR4 RAM,512 GB SSD,Intel UHD Graphics,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
1452,Dell XPS 13 9345 AI Laptops (Snapdragon X Plus/ 16GB/ 512GB SSD/ Win11),"₹1,44,990",55,Qualcomm Snapdragon X Plus X1E-80-100,12 Cores,16 GB LPDDR5X RAM,512 GB SSD,Qualcomm Adreno GPU,"13.4 inches, 1920 x 1200 pixels, Touch Screen",Windows 11 OS,1 Year Warranty
1453,Dell Inspiron 7441 Plus AI Laptop (Snapdragon X Plus/ 16GB/ 512GB SSD/ Win11),"₹94,990",56,Qualcomm Snapdragon X Plus X1P-64-100,10 Cores,16 GB LPDDR5X RAM,512 GB SSD,Qualcomm Adreno GPU,"14 inches, 2560 x 1600 pixels, Touch Screen",Windows 11 OS,1 Year Warranty
1454,Lenovo IdeaPad 3 14IAU7 82RJ00FFIN Laptop (12th Gen Core i3/ 16GB/ 512GB SSD/ Win11 Home),"₹35,750",57,12th Gen Intel Core i3 1215U,"Hexa Core (2P + 4E), 8 Threads",16 GB DDR4 RAM,512 GB SSD,Intel Integrated UHD,"14 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
1455,Infinix Zero Book Ultra AI ZL514 Laptop (Intel Core Ultra 7 155H/ 16GB/ 512GB SSD/ Win 11 Home),"₹64,990",59,Intel Core Ultra 7 Series 1 155H,"16 Cores (6P + 8E + 2LP-E), 22 Threads",16 GB LPDDR5X RAM,512 GB SSD,Intel Integrated Intel Arc,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
1456,HP Chromebook 14a-nf0016tu Laptop (Intel Processor N200/ 8GB/ 128GB UFS/ Chrome OS),"₹36,470",36,Intel N200,"Quad Core, 4 Threads",8 GB LPDDR5 RAM,128 GB Hard Disk,Intel Integrated UHD,"14 inches, 1366 x 768 pixels, Touch Screen",Chrome OS,1 Year Warranty
1457,HP Chromebook 14a-nf0014tu Laptop (Intel Processor N100/ 4GB/ 64GB UFS/ Chrome OS),"₹29,890",34,Intel N100 N100,"Quad Core, 4 Threads",4 GB LPDDR5 RAM,64 GB Hard Disk,Intel Integrated UHD,"14 inches, 1366 x 768 pixels, Touch Screen",Chrome OS,1 Year Warranty
1458,HP Chromebook x360 14b-cd0011TU Laptop (Intel Processor N100/ 4GB/ 128GB UFS/ Chrome OS),"₹35,990",36,Intel N100 N100,"Quad Core, 4 Threads",4 GB LPDDR5 RAM,128 GB Hard Disk,Intel Integrated UHD,"14 inches, 1366 x 768 pixels, Touch Screen",Chrome OS OS,1 Year Warranty
1459,Lenovo LOQ 15ARP9 83JC0046IN Gaming Laptop (AMD Ryzen 7 7435H/ 24GB/ 512GB SSD/ Win11/ 8GB RTX 4060 Graph),"₹1,03,990",72,7th Gen AMD Ryzen 7 7435HS,"Octa Core, 16 Threads",24 GB DDR5 RAM,512 GB SSD,8 GB NVIDIA GeForce RTX 4060,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
1460,Dell 16 Inspiron 5630 Laptop (13th Gen Core i7/ 16GB/ 1TB SSD/ Win11),"₹1,04,990",70,13th Gen Intel Core i7 1360P,"12 Cores (4P + 8E), 16 Threads",16 GB LPDDR5 RAM,1 TB SSD,Intel Iris Xe Graphics,"16 inches, 2560 x 1600 pixels",Windows 11 OS,1 Year Warranty
1461,MSI Katana A17 AI B8VE-884IN Gaming Laptop (AMD Ryzen 9 8945HS/ 16GB/ 1TB SSD/ Win11 Home/ 6GB Graph),"₹97,990",75,8th Gen AMD Ryzen 9 8945HS,"Octa Core, 16 Threads",16 GB DDR5 RAM,1 TB SSD,6 GB NVIDIA GeForce RTX 4050,"17.3 inches, 1920 x 1080 pixels",Windows 11 OS,2 Year Warranty
1462,HP 15s-fy5011TU Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),"₹30,990",53,12th Gen Intel Core i3 1215U,"Hexa Core (2P + 4E), 8 Threads",8 GB DDR4 RAM,512 GB SSD,Intel UHD Graphics,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
1463,Lenovo LOQ 15ARP9 83JC0045IN Gaming Laptop (AMD Ryzen 7 7435H/ 24GB/ 512GB SSD/ Win11/ 6GB RTX 4050 Graph),"₹79,490",70,7th Gen AMD Ryzen 7 7435HS,"Octa Core, 16 Threads",24 GB DDR5 RAM,512 GB SSD,6 GB NVIDIA GeForce RTX 4050,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
1464,Asus TUF Gaming F15 FX507VU-LP210W Gaming Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Home/ 6GB Graph),"₹90,990",69,13th Gen Intel Core i7 13620H,"10 Cores (6P + 4E), 16 Threads",16 GB DDR4 RAM,512 GB SSD,6 GB NVIDIA GeForce RTX 4050,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
1465,Asus Vivobook S 15 OLED 2024 S5506MA-MA951WS Laptop (Intel Core Ultra 9 185H/ 16GB/ 1TB SSD/ Win11),"₹1,19,990",63,Intel Core Ultra 9 Series 1 185H,"16 Cores (6P + 8E + 2LP-E), 22 Threads",16 GB LPDDR5X RAM,1 TB SSD,Intel Integrated Arc,"15.6 inches, 2880 x 1620 pixels",Windows 11 OS,1 Year Warranty
1466,Asus Vivobook 15 X1504VA-NJ540WS Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11),"₹47,990",54,13th Gen Intel Core i5 1335U,"10 Cores (2P + 8E), 12 Threads",16 GB DDR4 RAM,512 GB SSD,Integrated Intel Iris Xe Graphics,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
1467,MSI Modern 15 H AI C1MG-048IN Laptop (Intel Core Ultra 7 155H/ 16GB/ 512GB SSD/ Win11 Home),"₹69,990",59,Intel Core Ultra 7 Series 1 155H,"16 Cores (6P + 8E + 2LP-E), 22 Threads",16 GB DDR5 RAM,512 GB SSD,Intel Arc Graphics,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
1468,Dell 9440 XPS 14 Laptop (Intel Core Ultra 7 155H/ 32GB/ 1TB SSD/ Win11/ RTX 4050 6GB Graphics),"₹3,04,305",81,Intel Core Ultra 7 Series 1 155H,"16 Cores (6P + 8E + 2LP-E), 22 Threads",32 GB LPDDR5x RAM,1 TB SSD,6 GB NVIDIA GeForce RTX 4050,"14.5 inches, 3200 x 2000 pixels, Touch Screen",Windows 11 OS,1 Year Warranty
1469,Lenovo IdeaPad Slim 3 83EM008GIN Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11),"₹64,790",56,13th Gen Intel Core i7 13620H,"10 Cores (6P + 4E), 16 Threads",16 GB LPDDR5 RAM,512 GB SSD,Integrated Intel UHD Graphics,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
1470,MSI Modern 14 C12MO-1204IN Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home),"₹38,990",56,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",8 GB DDR4 RAM,512 GB SSD,Intel Integrated UHD,"14 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
1471,Lenovo IdeaPad Pro 5 83D4002PIN Gaming Laptop (Intel Core Ultra 9 185H/ 32GB/ 1TB SSD/ Win11/ 6GB Graph),"₹1,39,900",72,Intel Core Ultra 9 Series 1 185H,"16 Cores (6P + 8E + 2LP-E), 22 Threads",32 GB LPDDR5X RAM,1 TB SSD,6 GB NVIDIA GeForce RTX 4050,"16 inches, 2048 x 1280 pixels",Windows 11 OS,1 Year Warranty
1472,HP 15s-fy5009TU Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),"₹61,990",60,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",16 GB DDR4 RAM,512 GB SSD,Intel Integrated UHD,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
1473,Acer Chromebook Plus 515 CB515-2H ‎NX.KNUSI.002 Laptop (13th Gen Core i3 1315U/ 8GB/ 256GB SSD/ Chrome OS),"₹29,990",46,13th Gen Intel Core i3 1315U,"Hexa Core (2P + 4E), 8 Threads",8 GB  RAM,256 GB SSD,Intel Integarted Graphics,"15.6 inches, 1920 x 1080 pixels",Chrome OS,1 Year Warranty
1474,HP Omen 16-wd0011tx Gaming Laptop (13th Gen Core i7/ 16GB/ 1TB SSD/ Win11/ 6GB Graph),"₹97,900",70,13th Gen Intel Core i7 13620H,"10 Cores (6P + 4E), 16 Threads",16 GB DDR5 RAM,1 TB SSD,6 GB NVIDIA GeForce RTX 4050,"16.1 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
1475,Avita Liber E AM14A2INF56F Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home),"₹27,019",51,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",8 GB DDR4 RAM,512 GB SSD,Intel Integrated Iris Xe,"14.1 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
1476,MSI Titan 18 HX A14VHG-207IN Gaming Laptop (14th Gen Core i9/ 64GB/ 2TB SSD/ Win11 Home/ RTX 4080),"₹3,29,990",96,14th Gen Intel Core i9 14900HX,"24 Cores (8P + 16E), 32 Threads",64 GB DDR5 RAM,2 TB SSD,12 GB NVIDIA GeForce RTX 4080,"18 inches, 3840 x 2400 pixels",Windows 11 OS,2 Year Warranty
1477,MSI Stealth 18 AI Studio A1VIG-022IN Gaming Laptop (Intel Core Ultra 9 185H/ 32GB/ 2TB SSD/ Win11 Home/ 16GB RTX 4090 Graph),"₹2,79,990",95,Intel Core Ultra 9 Series 1 185H,"16 Cores (6P + 8E + 2LP-E), 22 Threads",32 GB DDR5 RAM,2 TB SSD,16 GB NVIDIA GeForce RTX 4090,"18 inches, 3840 x 2400 pixels",Windows 11 OS,2 Year Warranty
1478,MSI Raider 18 HX A14VHG-254IN Gaming Laptop (14th Gen Core i9/ 32GB/ 2TB SSD/ Win11 Home/ 12GB Graph),"₹3,09,990",92,14th Gen Intel Core i9 14900HX,"24 Cores (8P + 16E), 32 Threads",32 GB DDR5 RAM,2 TB SSD,12 GB NVIDIA GeForce RTX 4080,"18 inches, 3840 x 2400 pixels",Windows 11 OS,2 Year Warranty
1479,Acer Chromebook Plus 514 CB514-4H ‎NX.KUTSI.002 Laptop (Intel Core i3-N305/ 8GB/ 256GB SSD/ Chrome OS),"₹38,590",33,Intel Core i3 N305,"Octa Core, 8 Threads",8 GB  RAM,256 GB SSD,Intel Integarted Graphics,"14 inches, 1920 x 1080 pixels",Chrome OS,1 Year Warranty
1480,Acer Nitro V ANV15-51 Gaming Laptop (13th Gen Core i7/ 16GB/ 1TB SSD/ Win11/ 6GB RTX 4050),"₹88,790",69,13th Gen Intel Core i7 13620H,"10 Cores (6P + 4E), 16 Threads",16 GB DDR5 RAM,1 TB SSD,6 GB NVIDIA GeForce RTX 4050,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
1481,Dell Alienware M16 R1 ANM16I7CDG7001ODB1 Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win 11/ 6GB Graph),"₹1,59,990",75,13th Gen Intel Core i7 13650HX,14 Cores (6P + 8E),16 GB DDR5 RAM,512 GB SSD,6 GB NVIDIA GeForce RTX 4050,"15.6 inches, 2560 x 1600 pixels",Windows 11 OS,1 Year Warranty
1482,Acer ‎AL15G- 52 2024 Gaming Laptop (12th Gen Core i5-12450H/ 16GB/ 1TB SSD/ Win11/ 4GB RTX 2050),"₹54,990",64,12th Gen Intel Core i5 12450H,"Octa Core (4P + 4E), 12 Threads",16 GB DDR4 RAM,1 TB SSD,4 GB NVIDIA GeForce RTX 2050,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
1483,Asus ExpertBook B1 B1402CBA-NK1494WS Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),"₹35,490",55,12th Gen Intel Core i3 1215U,"Hexa Core (2P + 4E), 8 Threads",8 GB DDR4 RAM,512 GB SSD,Intel Integrated UHD,"14 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
1484,MSI Summit E13 AI Evo A1MTG-041IN 2 in 1 Laptop Laptop (Intel Core Ultra 7 155H/ 32GB/ 1TB SSD/ Win11),"₹95,500",68,1st Gen Intel Core Ultra 7 Series 1 155H,"16 Cores (6P + 8E + 2LP-E), 22 Threads",32 GB LPDDR5 RAM,1 TB SSD,Intel Integrated Intel Arc,"13.3 inches, 1920 x 1200 pixels, Touch Screen",Windows 11 OS,2 Year Warranty
1485,MSI Modern 15 B12MO-815IN Laptop (12th Gen Core i7/ 16GB/1TB SSD/ Win11 Home),"₹49,949",59,12th Gen Intel Core i7 1255U,"10 Cores (2P + 8E), 12 Threads",16 GB DDR4 RAM,1 TB SSD,Intel Integrated Iris Xe,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
1486,Microsoft Surface Pro 11 Laptop (Snapdragon X Elite/ 16GB/ 512GB SSD/ Win11),"₹1,46,990",51,Qualcomm Snapdragon X Elite,12 Cores,16 GB LPDDR5x RAM,512 GB SSD,Qualcomm Adreno GPU,"13 inches, 2880 x 1920 pixels, Touch Screen",Windows 11 OS,1 Year Warranty
1487,Microsoft Surface Laptop 7 (Snapdragon X Elite/ 16GB/ 512GB SSD/ Win11),"₹1,45,990",51,Qualcomm Snapdragon X Elite,16 GB ‎LPDDR5x RAM,512 GB SSD,Qualcomm Adreno GPU,"13.8 inches, 2304 x 1536 pixels, Touch Screen",Windows 11 OS,1 Year Warranty,Backlit Keyboard
1488,Microsoft Surface Laptop 7 (Snapdragon X Plus/ 16GB/ 256GB SSD/ Win11),"₹98,990",45,Qualcomm Snapdragon X Plus,16 GB LPDDR5x RAM,256 GB SSD,Qualcomm Adreno GPU,"13.8 inches, 2304 x 1536 pixels, Touch Screen",Windows 11 OS,1 Year Warranty,Backlit Keyboard
1489,Microsoft Surface Pro 11 2024 Laptop (Snapdragon X Plus/ 16GB/ 256GB SSD/ Win11),"₹98,990",47,Qualcomm Snapdragon X Plus,10 Cores,16 GB LPDDR5x RAM,256 GB SSD,Qualcomm Adreno GPU,"13 inches, 2880 x 1920 pixels, Touch Screen",Windows 11 OS,1 Year Warranty
1490,Lenovo LOQ 83GS000PIN Gaming Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11/ 6GB RTX3050 Graph),"₹71,300",65,12th Gen Intel Core i5 12450HX,"Octa Core (4P + 4E), 12 Threads",16 GB DDR5 RAM,512 GB SSD,6 GB NVIDIA GeForce RTX 3050,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
1491,HP Victus 15-FA1279TX Gaming Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11/ 6GB RTX4050),"₹73,990",60,13th Gen Intel Core i5 13420H,"Octa Core (4P + 4E), 12 Threads",16 GB DDR4 RAM,512 GB SSD,6 GB NVIDIA GeForce RTX 4050,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
1492,Acer ‎AL15G- 52 2024 Gaming Laptop (12th Gen Core i5-12450H/ 16GB/ 512GB SSD/ Win11/ 4GB RTX 2050),"₹54,750",63,12th Gen Intel Core i5 12450H,"Octa Core (4P + 4E), 12 Threads",16 GB DDR4 RAM,512 GB SSD,4 GB NVIDIA GeForce RTX 2050,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
1493,Lenovo Yoga 7 83DJ007UIN Laptop (Intel Core Ultra 5 125H/ 16GB/ 1TB SSD/ Win11 Home),"₹88,990",61,Intel Core Ultra 5 Series 1 125H,"14 Cores (4P + 8E + 2LP-E), 18 Threads",16 GB LPDDR5x RAM,1 TB SSD,Integrated Intel Arc Graphics,"14 inches, 1920 x 1200 pixels, Touch Screen",Windows 11 OS,1 Year Warranty
1494,MSI Thin 15 B12UC-1692IN Gaming Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 4GB RTX3050 Graph),"₹64,990",68,12th Gen Intel Core i5 12450H,"Octa Core (4P + 4E), 12 Threads",16 GB DDR4 RAM,512 GB SSD,4 GB NVIDIA GeForce RTX 3050,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,2 Year Warranty
1495,MSI Thin 15 B12UCX-1694IN Gaming Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Home/ 4GB RTX 2050 Graph),"₹64,999",70,12th Gen Intel Core i7 12650H,"10 Cores (6P + 4E), 16 Threads",16 GB DDR4 RAM,512 GB SSD,4 GB NVIDIA GeForce RTX 2050,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,2 Year Warranty
1496,Dell Inspiron 5330 2024 Laptop (Intel Core Ultra 5 125H/ 16GB/ 512GB SSD/ Win11),"₹74,990",56,Intel Core Ultra 5 Series 1 125H,"14 Cores (4P + 8E + 2LP-E), 18 Threads",16 GB LPDDR5x RAM,512 GB SSD,Intel Arc Graphics,"13.3 inches, 2560 x 1600 pixels",Windows 11 OS,1 Year Warranty
1497,MSI Thin 15 B13UC-1805IN Gaming Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 4GB  RTX 3050 Graph),"₹62,990",62,13th Gen Intel Core i5 13420H,"Octa Core (4P + 4E), 12 Threads",16 GB DDR4 RAM,512 GB SSD,4 GB NVIDIA GeForce RTX 3050,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,2 Year Warranty
1498,HP Victus 15-fa1226TX Gaming Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11/ 4GB RTX 2050),"₹56,990",64,12th Gen Intel Core i5 12450H,"Octa Core (4P + 4E), 12 Threads",8 GB DDR4 RAM,512 GB SSD,4 GB NVIDIA GeForce RTX 2050,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
1499,HP 15-fd0187TU Laptop (13th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home),"₹53,990",50,13th Gen Intel Core i5 1335U,"10 Cores (2P + 8E), 12 Threads",8 GB  RAM,512 GB SSD,Intel Integrated UHD,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
1500,HP Victus 15-fa1327TX Gaming Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 6GB RTX3050 Graph),"₹73,390",63,13th Gen Intel Core i5 13420H,"Octa Core (4P + 4E), 12 Threads",16 GB DDR4 RAM,512 GB SSD,6 GB NVIDIA GeForce RTX 3050,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
1501,HP Omen 16-wd0012TX Gaming Laptop (13th Gen Core i7/ 16GB/ 1TB SSD/ Win11/ 8GB Graph),"₹1,11,290",72,13th Gen Intel Core i7 13620H,"10 Cores (6P + 4E), 16 Threads",16 GB DDR5 RAM,1 TB SSD,8 GB NVIDIA GeForce RTX 4060,"16.1 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
1502,HP Victus 15-fa1227TX Gaming Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ RTX 2050),"₹59,500",61,12th Gen Intel Core i5 12450H,"Octa Core (4P + 4E), 12 Threads",16 GB DDR4 RAM,512 GB SSD,4 GB NVIDIA GeForce RTX 2050,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
1503,Dell Inspiron 3530 OIN353034011RINB1M Laptop (13th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home),"₹46,490",47,13th Gen Intel Core i5 1334U,"10 Cores (2P + 8E), 12 Threads",8 GB DDR4 RAM,512 GB SSD,Intel Integrated Integrated,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
1504,HP Omen 16-xf0100AX Gaming Laptop (AMD Ryzen 9 7940HS/ 16GB/ 1TB SSD/ Win11/ 8GB Graph),"₹1,32,990",77,7th Gen AMD Ryzen 9 7940HS,"Octa Core, 16 Threads",16 GB DDR5 RAM,1 TB SSD,8 GB NVIDIA GeForce RTX 4070,"16 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
1505,Acer Swift Go 14 SFG14-73 NX.KSGSI.001 Laptop (Intel Core Ultra 5 125H/ 16GB/ 512GB SSD/ Win11 Home),"₹76,890",61,Intel Core Ultra 5 125H,"14 Cores (4P + 8E + 2LP-E), 18 Threads",16 GB LPDDR5X RAM,512 GB SSD,Intel Integrated Arc Graphics,"14 inches, 2880 x 1800 pixels",Windows 11 OS,1 Year Warranty
1506,Acer Aspire Lite AL15-52 Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win11),"₹48,800",60,12th Gen Intel Core i7 1255U,"10 Cores (2P + 8E), 12 Threads",16 GB DDR4 RAM,512 GB SSD,Intel Graphics,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
1507,HP 15-fd1096TU Laptop (Intel Core 5 120U/ 8GB/ 512GB SSD/ Win11),"₹46,447",51,Intel Core 5 Processor Series 1 120U,"10 Cores (2P + 8E), 12 Threads",8 GB DDR4 RAM,512 GB SSD,Intel Integrated,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
1508,HP Pavilion 16-af0028TU Laptop (Intel Core Ultra 7 155U/ 16GB/ 512GB SSD/ Win11),"₹72,990",56,Intel Core Ultra 7 155U,"12 Cores (2P + 8E + 2LP-E), 14 Threads",16 GB LPDDR5x RAM,512 GB SSD,Intel Integrated,"16 inches, 1920 x 1200 pixels",Windows 11 OS,1 Year Warranty
1509,HP Victus 15-fa1307TX Gaming Laptop (13th Gen Core i5/ 16GB/ 1TB SSD/ Win11 Home/ RTX 2050),"₹69,900",60,13th Gen Intel Core i5 13420H,"Octa Core (4P + 4E), 12 Threads",16 GB DDR4 RAM,1 TB SSD,4 GB NVIDIA GeForce RTX 2050,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
1510,Lenovo LOQ 83DV00HBIN Gaming Laptop (13th Gen Core i7/ 16GB/ 1TB SSD/ Win11/ 6GB Graph),"₹1,07,500",69,13th Gen Intel Core i7 13650HX,14 Cores (6P + 8E),16 GB DDR5 RAM,1 TB SSD,6 GB NVIDIA GeForce RTX 4050,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
1511,MSI Thin 15 B12VE-1688IN Gaming Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win11/ 6GB Graph),"₹79,990",71,12th Gen Intel Core i7 12650H,"10 Cores (6P + 4E), 16 Threads",16 GB DDR4 RAM,512 GB SSD,6 GB NVIDIA GeForce RTX 4050,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
1512,Acer Predator Helios Neo 16 ‎PHN16-72 NH.QNPSI.003 Gaming Laptop (14th Gen Core i7/ 16GB/ 512GB SSD/ Win11/ 6GB Graph),"₹1,15,990",74,14th Gen Intel Core i7 14700HX,"20 Cores (8P + 12E), 28 Threads",16 GB DDR5 RAM,512 GB SSD,6 GB NVIDIA GeForce RTX 4050,"16 inches, 1920 x 1200 pixels",Windows 11 OS,1 Year Warranty
1513,Asus Zenbook Duo OLED 2024 UX8406MA-QL761WS Laptop (Intel Core Ultra 7 155H/ 32GB/ 1TB SSD/ Win11),"₹1,49,990",70,Intel Core Ultra 7 Series 1 155H,"16 Cores (6P + 8E + 2LP-E), 22 Threads",32 GB LPDDR5X RAM,1 TB SSD,Intel Arc Graphics,"14 inches, 1920 x 1200 pixels, Touch Screen",Windows 11 OS,1 Year Warranty
1514,Lenovo LOQ 15IAX9 83GS003UIN Gaming Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11/ 6GB Graph),"₹64,990",65,12th Gen Intel Core i5 12450HX,"Octa Core (4P + 4E), 12 Threads",16 GB DDR5 RAM,512 GB SSD,6 GB NVIDIA GeForce RTX 3050,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
1515,MSI Sword 16 HX B14VFKG-208IN Gaming Laptop (14th Gen Core i7/ 16GB/ 1TB SSD/ Win11 Home/ 8GB Graph),"₹1,29,777",79,14th Gen Intel Core i7 14700HX,"20 Cores (8P + 12E), 28 Threads",16 GB DDR5 RAM,1 TB SSD,8 GB NVIDIA GeForce RTX 4060,"16 inches, 1920 x 1200 pixels",Windows 11 OS,2 Year Warranty
1516,MSI Pulse 17 AI C1VGKG-030IN Gaming Laptop (Intel Core Ultra 9 185H/ 32GB/ 1TB SSD/ Win11/ 8GB RTX4070 Graph),"₹1,79,990",82,Intel Core Ultra 9 Series 1 185H,"16 Cores (6P + 8E + 2LP-E), 22 Threads",32 GB DDR5 RAM,1 TB SSD,8 GB NVIDIA GeForce RTX 4070,"17 inches, 2560 x 1600 pixels",Windows 11 OS,2 Year Warranty
1517,Dell Inspiron 7440 Laptop (Intel Core Ultra 7 155H/ 16GB/ 1TB SSD/ Win11),"₹91,990",63,Intel Core Ultra 7 Series 1 155H,"16 Cores (6P + 8E + 2LP-E), 22 Threads",16 GB LPDDR5X RAM,1 TB SSD,Intel Arc Graphic,"14 inches, 2240 x 1400 pixels",Windows 11 OS,1 Year Warranty
1518,MSI Sword 16 HX B14VGKG-207IN Gaming Laptop (14th Gen Core i7/ 16GB/ 1TB SSD/ Win11 Home/ 8GB RTX4070),"₹1,49,990",79,14th Gen Intel Core i7 14700HX,"20 Cores (8P + 12E), 28 Threads",16 GB DDR5 RAM,1 TB SSD,8 GB NVIDIA GeForce RTX 4070,"16 inches, 1920 x 1200 pixels",Windows 11 OS,2 Year Warranty
1519,MSI Sword 16 HX B14VEKG-210IN Gaming Laptop (14th Gen Core i7/ 16GB/ 1TB SSD/ Win11 Home/ 6GB RTX4050),"₹1,02,990",77,14th Gen Intel Core i7 14700HX,"20 Cores (8P + 12E), 28 Threads",16 GB DDR5 RAM,1 TB SSD,6 GB NVIDIA GeForce RTX 4050,"16 inches, 1920 x 1200 pixels",Windows 11 OS,2 Year Warranty
